time	V(n003)	V(n004)
2.127633258889677e-004	2.380755e-001	3.588647e-002
2.140189062461106e-004	2.383944e-001	3.856349e-002
2.172276116032534e-004	2.390821e-001	4.423038e-002
2.204363169603963e-004	2.395366e-001	4.795992e-002
2.236450223175392e-004	2.397582e-001	4.975211e-002
2.268537276746820e-004	2.397466e-001	4.960696e-002
2.300624330318249e-004	2.395020e-001	4.752445e-002
2.332711383889678e-004	2.390242e-001	4.350460e-002
2.364798437461106e-004	2.383134e-001	3.754740e-002
2.377354241032535e-004	2.379886e-001	3.477842e-002
2.389910044603963e-004	2.376483e-001	3.184186e-002
2.402465848175392e-004	2.372926e-001	2.873771e-002
2.415021651746820e-004	2.369214e-001	2.546597e-002
2.427577455318249e-004	2.365349e-001	2.202665e-002
2.440133258889677e-004	2.361329e-001	1.841974e-002
2.452689062461106e-004	2.357156e-001	1.464524e-002
2.459664508889677e-004	2.354840e-001	1.252619e-002
2.466639955318249e-004	2.352523e-001	1.039340e-002
2.473615401746820e-004	2.350207e-001	8.246870e-003
2.480590848175391e-004	2.347889e-001	6.086603e-003
2.487566294603963e-004	2.345571e-001	3.912598e-003
2.494541741032534e-004	2.343253e-001	1.724853e-003
2.501517187461106e-004	2.340934e-001	-4.766313e-004
2.509190178532534e-004	2.338400e-001	-2.899385e-003
2.516863169603963e-004	2.335902e-001	-5.301586e-003
2.524536160675391e-004	2.333441e-001	-7.683235e-003
2.532209151746820e-004	2.331016e-001	-1.004433e-002
2.539882142818249e-004	2.328628e-001	-1.238488e-002
2.547555133889677e-004	2.326276e-001	-1.470487e-002
2.555228124961106e-004	2.323961e-001	-1.700431e-002
2.568481473175391e-004	2.320066e-001	-2.091554e-002
2.581734821389677e-004	2.316396e-001	-2.462181e-002
2.594988169603963e-004	2.312951e-001	-2.812311e-002
2.608241517818249e-004	2.309731e-001	-3.141944e-002
2.621494866032535e-004	2.306736e-001	-3.451081e-002
2.634748214246821e-004	2.303966e-001	-3.739721e-002
2.648001562461106e-004	2.301421e-001	-4.007864e-002
2.677995982103963e-004	2.296746e-001	-4.502388e-002
2.707990401746821e-004	2.293663e-001	-4.826603e-002
2.737984821389678e-004	2.292171e-001	-4.980510e-002
2.767979241032535e-004	2.292270e-001	-4.964108e-002
2.797973660675392e-004	2.293960e-001	-4.777397e-002
2.827968080318249e-004	2.297241e-001	-4.420378e-002
2.857962499961106e-004	2.302113e-001	-3.893051e-002
2.870518303532535e-004	2.304591e-001	-3.628824e-002
2.883074107103963e-004	2.307270e-001	-3.346738e-002
2.895629910675392e-004	2.310151e-001	-3.046796e-002
2.908185714246821e-004	2.313232e-001	-2.728995e-002
2.920741517818249e-004	2.316515e-001	-2.393337e-002
2.933297321389678e-004	2.319999e-001	-2.039822e-002
2.945853124961106e-004	2.323685e-001	-1.668448e-002
2.953526116032535e-004	2.325999e-001	-1.437988e-002
2.961199107103963e-004	2.328349e-001	-1.205550e-002
2.968872098175392e-004	2.330737e-001	-9.711345e-003
2.976545089246821e-004	2.333162e-001	-7.347412e-003
2.984218080318249e-004	2.335625e-001	-4.963703e-003
2.991891071389678e-004	2.338124e-001	-2.560217e-003
2.999564062461106e-004	2.340661e-001	-1.369536e-004
3.007237053532535e-004	2.343218e-001	2.286639e-003
3.014910044603963e-004	2.345774e-001	4.691081e-003
3.022583035675392e-004	2.348327e-001	7.076371e-003
3.030256026746821e-004	2.350879e-001	9.442511e-003
3.037929017818249e-004	2.353428e-001	1.178950e-002
3.045602008889678e-004	2.355976e-001	1.411734e-002
3.053274999961106e-004	2.358521e-001	1.642602e-002
3.065830803532535e-004	2.362678e-001	2.014789e-002
3.078386607103963e-004	2.366670e-001	2.369257e-002
3.090942410675392e-004	2.370498e-001	2.706005e-002
3.103498214246821e-004	2.374161e-001	3.025034e-002
3.116054017818249e-004	2.377659e-001	3.326343e-002
3.128609821389678e-004	2.380993e-001	3.609934e-002
3.141165624961106e-004	2.384162e-001	3.875805e-002
3.173252678532535e-004	2.390971e-001	4.436743e-002
3.205339732103964e-004	2.395449e-001	4.803969e-002
3.237426785675392e-004	2.397596e-001	4.977482e-002
3.269513839246821e-004	2.397413e-001	4.957282e-002
3.301600892818250e-004	2.394900e-001	4.743371e-002
3.333687946389678e-004	2.390056e-001	4.335747e-002
3.365774999961107e-004	2.382882e-001	3.734410e-002
3.378330803532535e-004	2.379615e-001	3.455743e-002
3.390886607103964e-004	2.376196e-001	3.160478e-002
3.403442410675392e-004	2.372624e-001	2.848613e-002
3.415998214246821e-004	2.368901e-001	2.520149e-002
3.428554017818250e-004	2.365026e-001	2.175086e-002
3.441109821389678e-004	2.360999e-001	1.813424e-002
3.453665624961107e-004	2.356820e-001	1.435162e-002
3.460641071389678e-004	2.354502e-001	1.222895e-002
3.467616517818250e-004	2.352185e-001	1.009311e-002
3.474591964246821e-004	2.349867e-001	7.944124e-003
3.481567410675392e-004	2.347549e-001	5.781978e-003
3.488542857103964e-004	2.345232e-001	3.606674e-003
3.495518303532535e-004	2.342915e-001	1.418214e-003
3.502493749961107e-004	2.340598e-001	-7.834026e-004
3.510864285675392e-004	2.337835e-001	-3.428329e-003
3.519234821389678e-004	2.335118e-001	-6.045901e-003
3.527605357103964e-004	2.332448e-001	-8.636119e-003
3.535975892818250e-004	2.329823e-001	-1.119898e-002
3.544346428532535e-004	2.327244e-001	-1.373449e-002
3.552716964246821e-004	2.324711e-001	-1.624265e-002
3.561087499961107e-004	2.322223e-001	-1.872345e-002
3.574340848175392e-004	2.318407e-001	-2.257249e-002
3.587594196389678e-004	2.314823e-001	-2.620653e-002
3.600847544603964e-004	2.311472e-001	-2.962557e-002
3.614100892818250e-004	2.308352e-001	-3.282963e-002
3.627354241032535e-004	2.305464e-001	-3.581869e-002
3.640607589246821e-004	2.302809e-001	-3.859276e-002
3.653860937461107e-004	2.300386e-001	-4.115183e-002
3.683157812461107e-004	2.296098e-001	-4.568758e-002
3.712454687461107e-004	2.293330e-001	-4.859643e-002
3.741751562461107e-004	2.292081e-001	-4.987839e-002
3.771048437461107e-004	2.292352e-001	-4.953345e-002
3.800345312461107e-004	2.294142e-001	-4.756161e-002
3.829642187461107e-004	2.297452e-001	-4.396288e-002
3.858939062461107e-004	2.302281e-001	-3.873726e-002
3.871494866032536e-004	2.304777e-001	-3.607658e-002
3.884050669603964e-004	2.307474e-001	-3.323888e-002
3.896606473175393e-004	2.310371e-001	-3.022415e-002
3.909162276746822e-004	2.313469e-001	-2.703239e-002
3.921718080318250e-004	2.316766e-001	-2.366360e-002
3.934273883889679e-004	2.320263e-001	-2.011779e-002
3.946829687461107e-004	2.323961e-001	-1.639496e-002
3.954502678532536e-004	2.326281e-001	-1.408579e-002
3.962175669603964e-004	2.328638e-001	-1.175754e-002
3.969848660675393e-004	2.331031e-001	-9.410213e-003
3.977521651746822e-004	2.333461e-001	-7.043813e-003
3.985194642818250e-004	2.335927e-001	-4.658337e-003
3.992867633889679e-004	2.338430e-001	-2.253785e-003
4.000540624961107e-004	2.340969e-001	1.698420e-004
4.008213616032536e-004	2.343529e-001	2.593061e-003
4.015886607103964e-004	2.346086e-001	4.996427e-003
4.023559598175393e-004	2.348640e-001	7.379942e-003
4.031232589246822e-004	2.351191e-001	9.743605e-003
4.038905580318250e-004	2.353740e-001	1.208742e-002
4.046578571389679e-004	2.356285e-001	1.441137e-002
4.054251562461107e-004	2.358828e-001	1.671548e-002
4.067504910675393e-004	2.363215e-001	2.063657e-002
4.080758258889679e-004	2.367410e-001	2.435439e-002
4.094011607103964e-004	2.371413e-001	2.786894e-002
4.107264955318250e-004	2.375224e-001	3.118022e-002
4.120518303532536e-004	2.378844e-001	3.428823e-002
4.133771651746822e-004	2.382271e-001	3.719298e-002
4.147024999961107e-004	2.385507e-001	3.989446e-002
4.177716964246822e-004	2.391699e-001	4.498305e-002
4.208408928532536e-004	2.395746e-001	4.829231e-002
4.239100892818250e-004	2.397649e-001	4.982226e-002
4.269792857103964e-004	2.397407e-001	4.957288e-002
4.300484821389679e-004	2.395020e-001	4.754417e-002
4.331176785675394e-004	2.390489e-001	4.373614e-002
4.361868749961108e-004	2.383813e-001	3.814879e-002
4.374424553532536e-004	2.380621e-001	3.543351e-002
4.386980357103965e-004	2.377268e-001	3.254588e-002
4.399536160675393e-004	2.373754e-001	2.948592e-002
4.412091964246822e-004	2.370079e-001	2.625363e-002
4.424647767818251e-004	2.366244e-001	2.284900e-002
4.437203571389679e-004	2.362248e-001	1.927203e-002
4.449759374961108e-004	2.358091e-001	1.552273e-002
4.456734821389679e-004	2.355782e-001	1.341503e-002
4.463710267818251e-004	2.353470e-001	1.129186e-002
4.470685714246822e-004	2.351155e-001	9.153201e-003
4.477661160675393e-004	2.348839e-001	6.999060e-003
4.484636607103965e-004	2.346519e-001	4.829437e-003
4.491612053532536e-004	2.344198e-001	2.644332e-003
4.498587499961108e-004	2.341873e-001	4.437442e-004
4.506260491032536e-004	2.339332e-001	-1.980131e-003
4.513933482103965e-004	2.336825e-001	-4.385557e-003
4.521606473175393e-004	2.334352e-001	-6.772534e-003
4.529279464246822e-004	2.331914e-001	-9.141062e-003
4.536952455318251e-004	2.329510e-001	-1.149114e-002
4.544625446389679e-004	2.327141e-001	-1.382277e-002
4.552298437461108e-004	2.324806e-001	-1.613595e-002
4.564854241032536e-004	2.321080e-001	-1.986680e-002
4.577410044603965e-004	2.317550e-001	-2.342200e-002
4.589965848175393e-004	2.314216e-001	-2.680158e-002
4.602521651746822e-004	2.311077e-001	-3.000551e-002
4.615077455318251e-004	2.308135e-001	-3.303381e-002
4.627633258889679e-004	2.305388e-001	-3.588647e-002
4.640189062461108e-004	2.302836e-001	-3.856349e-002
4.671578571389679e-004	2.297567e-001	-4.413478e-002
4.702968080318251e-004	2.294036e-001	-4.784797e-002
4.734357589246822e-004	2.292243e-001	-4.970307e-002
4.765747098175394e-004	2.292188e-001	-4.970008e-002
4.797136607103965e-004	2.293870e-001	-4.783900e-002
4.828526116032536e-004	2.297291e-001	-4.411982e-002
4.859915624961108e-004	2.302450e-001	-3.854255e-002
4.866891071389679e-004	2.303803e-001	-3.710232e-002
4.873866517818250e-004	2.305226e-001	-3.559841e-002
4.880841964246821e-004	2.306716e-001	-3.403082e-002
4.887817410675392e-004	2.308275e-001	-3.239956e-002
4.894792857103963e-004	2.309902e-001	-3.070463e-002
4.901768303532534e-004	2.311597e-001	-2.894601e-002
