time	V(n002)	V(n003)
4.831316294603965e-004	-8.743069e-001	-3.237565e-001
4.859915624961108e-004	-7.708511e-001	-2.860844e-001
4.866891071389679e-004	-7.420464e-001	-2.755580e-001
4.873866517818250e-004	-7.119682e-001	-2.645578e-001
4.880841964246821e-004	-6.806165e-001	-2.530839e-001
4.887817410675392e-004	-6.479912e-001	-2.411364e-001
4.894792857103963e-004	-6.140925e-001	-2.287152e-001
4.901768303532534e-004	-5.789203e-001	-2.158203e-001
4.908743749961105e-004	-5.424745e-001	-2.024517e-001
4.913626562461105e-004	-5.164502e-001	-1.929023e-001
4.922694642818246e-004	-4.664185e-001	-1.745351e-001
4.931762723175389e-004	-4.152983e-001	-1.557597e-001
4.940830803532530e-004	-3.630896e-001	-1.365763e-001
4.949898883889673e-004	-3.097923e-001	-1.169848e-001
4.958966964246814e-004	-2.554066e-001	-9.698525e-002
4.968035044603956e-004	-1.999323e-001	-7.657756e-002
4.977103124961098e-004	-1.433696e-001	-5.576177e-002
4.996634374961096e-004	-2.114527e-002	-1.076018e-002
5.000000000000000e-004	-1.224647e-015	-2.971413e-003
