time	V(g1)	V(n002)
4.889212499819085e-05	-9.618430e-02	8.979269e-01
4.903860937319086e-05	-8.519825e-02	8.162543e-01
4.913626562319086e-05	-7.746753e-02	7.562459e-01
4.928274999819086e-05	-6.533416e-02	6.578376e-01
4.942923437319087e-05	-5.264772e-02	5.494264e-01
4.957571874819087e-05	-3.951561e-02	4.312703e-01
4.967337499819088e-05	-3.056805e-02	3.473091e-01
4.977103124819088e-05	-2.150543e-02	2.594162e-01
4.986868749819088e-05	-1.236188e-02	1.678326e-01
4.991751562319088e-05	-7.770490e-03	1.207448e-01
4.996634374819088e-05	-3.171791e-03	7.290458e-02
5.000000000000000e-05	-7.166041e-16	3.956407e-02
