time	V(n002)	V(n004)
4.151907812574724e-03	8.160046e-01	7.999601e-01
4.161673437574724e-03	8.499151e-01	8.325011e-01
4.171439062574724e-03	8.806267e-01	8.618557e-01
4.181204687574724e-03	9.080240e-01	8.879122e-01
4.190970312574724e-03	9.320035e-01	9.105709e-01
4.200735937574723e-03	9.524752e-01	9.297454e-01
4.210501562574723e-03	9.693621e-01	9.453627e-01
4.220267187574723e-03	9.826005e-01	9.573631e-01
4.234915625074723e-03	9.955119e-01	9.684859e-01
4.249564062574722e-03	9.999962e-01	9.712757e-01
4.264212500074722e-03	9.960154e-01	9.657087e-01
4.278860937574722e-03	9.836032e-01	9.518328e-01
4.288626562574721e-03	9.706932e-01	9.380221e-01
4.298392187574721e-03	9.541297e-01	9.206226e-01
4.308157812574721e-03	9.339751e-01	8.997009e-01
4.317923437574721e-03	9.103052e-01	8.753368e-01
4.327689062574721e-03	8.832092e-01	8.476232e-01
4.337454687574720e-03	8.527889e-01	8.166659e-01
4.347220312574720e-03	8.191589e-01	7.825832e-01
4.356985937574720e-03	7.824458e-01	7.455051e-01
4.366751562574720e-03	7.427878e-01	7.055733e-01
4.371634375074720e-03	7.219006e-01	6.845844e-01
4.376517187574720e-03	7.003341e-01	6.629401e-01
4.381400000074719e-03	6.781083e-01	6.406611e-01
4.386282812574719e-03	6.552445e-01	6.177686e-01
4.391165625074719e-03	6.317638e-01	5.942845e-01
4.396048437574719e-03	6.076886e-01	5.702313e-01
4.400931250074719e-03	5.830415e-01	5.456320e-01
4.410696875074719e-03	5.321247e-01	4.948893e-01
4.420462500074719e-03	4.792051e-01	4.422505e-01
4.435110937574718e-03	3.965081e-01	3.601795e-01
4.442086384003290e-03	3.557024e-01	3.197590e-01
4.449061830431861e-03	3.144145e-01	2.789147e-01
4.456037276860433e-03	2.726445e-01	2.376467e-01
4.463012723289003e-03	2.303923e-01	1.959550e-01
4.469988169717574e-03	1.876579e-01	1.538395e-01
4.476963616146146e-03	1.444414e-01	1.113004e-01
4.483939062574717e-03	1.007427e-01	6.833747e-02
4.498587500074717e-03	8.874882e-03	-2.179129e-02
4.502772767931860e-03	-1.746625e-02	-4.758757e-02
4.506958035789002e-03	-4.374999e-02	-7.330559e-02
4.511143303646145e-03	-6.997634e-02	-9.894534e-02
4.515328571503288e-03	-9.614528e-02	-1.245068e-01
4.519513839360431e-03	-1.222568e-01	-1.499901e-01
4.523699107217573e-03	-1.483110e-01	-1.753950e-01
4.527884375074716e-03	-1.743077e-01	-2.007217e-01
4.537650000074716e-03	-2.349001e-01	-2.596601e-01
4.547415625074716e-03	-2.940674e-01	-3.170769e-01
4.557181250074716e-03	-3.518098e-01	-3.729720e-01
4.566946875074715e-03	-4.081272e-01	-4.273456e-01
4.576712500074715e-03	-4.630196e-01	-4.801975e-01
