time	V(emisor)	V(n002)
2.602661160789043e-03	1.096442e+00	-6.024327e-01
2.616612053646186e-03	1.031301e+00	-6.693228e-01
2.630562946503328e-03	9.714479e-01	-7.308763e-01
2.644513839360471e-03	9.168833e-01	-7.870933e-01
2.658464732217614e-03	8.676070e-01	-8.379736e-01
2.672415625074756e-03	8.236192e-01	-8.835174e-01
2.698922321503327e-03	7.607808e-01	-9.487161e-01
2.725429017931897e-03	7.238002e-01	-9.871863e-01
2.751935714360468e-03	7.126775e-01	-9.989280e-01
2.778442410789039e-03	7.274126e-01	-9.839412e-01
2.804949107217610e-03	7.680055e-01	-9.422260e-01
2.831455803646181e-03	8.344563e-01	-8.737823e-01
2.857962500074752e-03	9.267650e-01	-7.786102e-01
2.869820759003323e-03	9.751144e-01	-7.289293e-01
2.881679017931894e-03	1.026704e+00	-6.759915e-01
2.893537276860465e-03	1.081533e+00	-6.197968e-01
2.905395535789037e-03	1.139602e+00	-5.603452e-01
2.917253794717608e-03	1.200910e+00	-4.976368e-01
2.929112053646179e-03	1.265459e+00	-4.316714e-01
2.940970312574750e-03	1.333247e+00	-3.624492e-01
2.947945759003322e-03	1.373813e+00	-3.210621e-01
2.954921205431893e-03	1.414802e+00	-2.792614e-01
2.961896651860464e-03	1.456215e+00	-2.370472e-01
2.968872098289035e-03	1.498052e+00	-1.944194e-01
2.975847544717607e-03	1.540312e+00	-1.513780e-01
2.982822991146178e-03	1.582997e+00	-1.079230e-01
2.989798437574749e-03	1.626105e+00	-6.405442e-02
2.999564062574749e-03	1.686381e+00	-2.739072e-03
3.004446875074749e-03	1.716618e+00	2.800875e-02
3.009329687574749e-03	1.746766e+00	5.865836e-02
3.014212500074749e-03	1.776822e+00	8.920977e-02
3.019095312574748e-03	1.806788e+00	1.196630e-01
3.023978125074748e-03	1.836662e+00	1.500180e-01
3.028860937574748e-03	1.866447e+00	1.802748e-01
3.033743750074748e-03	1.896140e+00	2.104334e-01
3.042114285789034e-03	1.946800e+00	2.618727e-01
3.050484821503319e-03	1.996421e+00	3.122482e-01
3.058855357217605e-03	2.045004e+00	3.615599e-01
3.067225892931890e-03	2.092547e+00	4.098079e-01
3.075596428646176e-03	2.139053e+00	4.569921e-01
3.083966964360461e-03	2.184519e+00	5.031125e-01
3.092337500074747e-03	2.228947e+00	5.481691e-01
3.097220312574747e-03	2.253991e+00	5.735666e-01
3.102103125074747e-03	2.278503e+00	5.984243e-01
3.106985937574747e-03	2.302462e+00	6.227186e-01
3.111868750074747e-03	2.325844e+00	6.464270e-01
3.116751562574746e-03	2.348626e+00	6.695269e-01
3.121634375074746e-03	2.370788e+00	6.919967e-01
3.126517187574746e-03	2.392308e+00	7.138152e-01
3.131400000074746e-03	2.413166e+00	7.349619e-01
3.141165625074746e-03	2.452814e+00	7.751609e-01
3.150931250074746e-03	2.489584e+00	8.124424e-01
3.160696875074745e-03	2.523334e+00	8.466660e-01
3.170462500074745e-03	2.553937e+00	8.777030e-01
3.180228125074745e-03	2.581276e+00	9.054364e-01
3.189993750074745e-03	2.605247e+00	9.297620e-01
3.199759375074745e-03	2.625758e+00	9.505882e-01
3.209525000074744e-03	2.642732e+00	9.678366e-01
3.219290625074744e-03	2.656105e+00	9.814423e-01
3.233939062574744e-03	2.669302e+00	9.949125e-01
3.248587500074744e-03	2.674172e+00	9.999606e-01
3.263235937574743e-03	2.670671e+00	9.965439e-01
3.277884375074743e-03	2.658831e+00	9.846912e-01
3.287650000074743e-03	2.646351e+00	9.721495e-01
3.297415625074743e-03	2.630256e+00	9.559488e-01
3.307181250074742e-03	2.610606e+00	9.361501e-01
3.316946875074742e-03	2.587476e+00	9.128280e-01
3.326712500074742e-03	2.560956e+00	8.860701e-01
3.336478125074742e-03	2.531144e+00	8.559774e-01
3.346243750074742e-03	2.498155e+00	8.226628e-01
3.356009375074741e-03	2.462114e+00	7.862520e-01
3.365775000074741e-03	2.423159e+00	7.468820e-01
3.370657812574741e-03	2.402634e+00	7.261330e-01
3.375540625074741e-03	2.381437e+00	7.047008e-01
3.380423437574741e-03	2.359588e+00	6.826053e-01
3.385306250074741e-03	2.337107e+00	6.598673e-01
3.390189062574741e-03	2.314017e+00	6.365082e-01
3.395071875074740e-03	2.290339e+00	6.125501e-01
3.399954687574740e-03	2.266096e+00	5.880156e-01
3.409720312574740e-03	2.216006e+00	5.373097e-01
3.419485937574740e-03	2.163938e+00	4.845816e-01
3.434134375074740e-03	2.082563e+00	4.021336e-01
3.441807366146168e-03	2.038304e+00	3.572728e-01
3.449480357217597e-03	1.993509e+00	3.118495e-01
3.457153348289025e-03	1.948177e+00	2.658638e-01
3.464826339360453e-03	1.902309e+00	2.193155e-01
3.472499330431881e-03	1.855904e+00	1.722048e-01
3.480172321503310e-03	1.808963e+00	1.245316e-01
3.487845312574738e-03	1.761485e+00	7.629593e-02
3.492030580431881e-03	1.735619e+00	5.000698e-02
3.496215848289024e-03	1.709771e+00	2.372885e-02
3.500401116146167e-03	1.683940e+00	-2.538455e-03
3.504586384003310e-03	1.658128e+00	-2.879493e-02
3.508771651860452e-03	1.632332e+00	-5.504059e-02
3.512956919717595e-03	1.606555e+00	-8.127541e-02
3.517142187574738e-03	1.580795e+00	-1.074994e-01
3.525512723289023e-03	1.529280e+00	-1.599654e-01
3.533883259003309e-03	1.478578e+00	-2.116383e-01
3.542253794717595e-03	1.428687e+00	-2.625180e-01
3.550624330431880e-03	1.379608e+00	-3.126046e-01
3.558994866146165e-03	1.331341e+00	-3.618981e-01
3.567365401860451e-03	1.283886e+00	-4.103985e-01
3.575735937574737e-03	1.237243e+00	-4.581057e-01
3.589686830431879e-03	1.161799e+00	-5.353964e-01
3.603637723289022e-03	1.091675e+00	-6.073173e-01
3.617588616146164e-03	1.026871e+00	-6.738684e-01
3.631539509003307e-03	9.673868e-01	-7.350497e-01
3.645490401860449e-03	9.132222e-01	-7.908612e-01
3.659441294717592e-03	8.643773e-01	-8.413029e-01
3.673392187574735e-03	8.208522e-01	-8.863748e-01
3.699898884003306e-03	7.589885e-01	-9.505645e-01
3.726405580431876e-03	7.229683e-01	-9.880419e-01
3.752912276860447e-03	7.127913e-01	-9.988071e-01
3.779418973289018e-03	7.284577e-01	-9.828600e-01
3.805925669717589e-03	7.699675e-01	-9.402007e-01
3.832432366146160e-03	8.373205e-01	-8.708291e-01
3.858939062574731e-03	9.305170e-01	-7.747452e-01
3.870797321503302e-03	9.792098e-01	-7.247164e-01
3.882655580431873e-03	1.031116e+00	-6.714580e-01
3.894513839360444e-03	1.086236e+00	-6.149702e-01
3.906372098289015e-03	1.144569e+00	-5.552528e-01
3.918230357217586e-03	1.206116e+00	-4.923060e-01
3.930088616146158e-03	1.270876e+00	-4.261296e-01
3.941946875074729e-03	1.338849e+00	-3.567237e-01
3.948922321503300e-03	1.379507e+00	-3.152451e-01
3.955897767931872e-03	1.420578e+00	-2.733645e-01
3.962873214360443e-03	1.462061e+00	-2.310817e-01
3.969848660789014e-03	1.503956e+00	-1.883969e-01
3.976824107217585e-03	1.546263e+00	-1.453100e-01
3.983799553646156e-03	1.588983e+00	-1.018210e-01
3.990775000074728e-03	1.632115e+00	-5.792993e-02
3.994262723289013e-03	1.653658e+00	-3.601427e-02
3.997750446503299e-03	1.675194e+00	-1.410759e-02
4.001238169717584e-03	1.696726e+00	7.790087e-03
4.004725892931871e-03	1.718252e+00	2.967878e-02
4.008213616146156e-03	1.739772e+00	5.155847e-02
4.011701339360442e-03	1.761287e+00	7.342918e-02
4.015189062574727e-03	1.782797e+00	9.529089e-02
4.023559598289012e-03	1.834516e+00	1.478404e-01
4.031930134003298e-03	1.885498e+00	1.996292e-01
4.040300669717584e-03	1.935743e+00	2.506573e-01
4.048671205431870e-03	1.985252e+00	3.009247e-01
4.057041741146155e-03	2.034025e+00	3.504315e-01
4.065412276860441e-03	2.082060e+00	3.991776e-01
4.073782812574726e-03	2.129359e+00	4.471630e-01
4.083548437574726e-03	2.182600e+00	5.011700e-01
4.093314062574726e-03	2.233989e+00	5.532907e-01
4.098196875074725e-03	2.258928e+00	5.785820e-01
4.103079687574725e-03	2.283332e+00	6.033289e-01
4.107962500074725e-03	2.307177e+00	6.275079e-01
4.112845312574725e-03	2.330441e+00	6.510963e-01
4.117728125074725e-03	2.353101e+00	6.740720e-01
4.122610937574725e-03	2.375136e+00	6.964132e-01
4.127493750074725e-03	2.396525e+00	7.180990e-01
4.132376562574725e-03	2.417247e+00	7.391089e-01
4.142142187574725e-03	2.456615e+00	7.790228e-01
4.151907812574724e-03	2.493089e+00	8.160046e-01
4.161673437574724e-03	2.526530e+00	8.499151e-01
4.171439062574724e-03	2.556811e+00	8.806267e-01
4.181204687574724e-03	2.583818e+00	9.080240e-01
4.190970312574724e-03	2.607446e+00	9.320035e-01
4.200735937574723e-03	2.627607e+00	9.524752e-01
4.210501562574723e-03	2.644224e+00	9.693621e-01
4.220267187574723e-03	2.657233e+00	9.826005e-01
4.234915625074723e-03	2.669878e+00	9.955119e-01
4.249564062574722e-03	2.674190e+00	9.999962e-01
4.264212500074722e-03	2.670132e+00	9.960154e-01
4.278860937574722e-03	2.657739e+00	9.836032e-01
4.288626562574721e-03	2.644895e+00	9.706932e-01
4.298392187574721e-03	2.628441e+00	9.541297e-01
4.308157812574721e-03	2.608440e+00	9.339751e-01
4.317923437574721e-03	2.584967e+00	9.103052e-01
4.327689062574721e-03	2.558112e+00	8.832092e-01
4.337454687574720e-03	2.527977e+00	8.527889e-01
4.347220312574720e-03	2.494677e+00	8.191589e-01
4.356985937574720e-03	2.458339e+00	7.824458e-01
4.366751562574720e-03	2.419100e+00	7.427878e-01
4.371634375074720e-03	2.398439e+00	7.219006e-01
4.376517187574720e-03	2.377110e+00	7.003341e-01
4.381400000074719e-03	2.355133e+00	6.781083e-01
4.386282812574719e-03	2.332529e+00	6.552445e-01
4.391165625074719e-03	2.309319e+00	6.317638e-01
4.396048437574719e-03	2.285527e+00	6.076886e-01
4.400931250074719e-03	2.261173e+00	5.830415e-01
4.410696875074719e-03	2.210876e+00	5.321247e-01
4.420462500074719e-03	2.158621e+00	4.792051e-01
4.435110937574718e-03	2.077004e+00	3.965081e-01
4.442783928646147e-03	2.032637e+00	3.515353e-01
4.450456919717575e-03	1.987747e+00	3.060139e-01
4.458129910789003e-03	1.942334e+00	2.599437e-01
4.465802901860432e-03	1.896398e+00	2.133250e-01
4.473475892931861e-03	1.849940e+00	1.661575e-01
